# File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Wed Sep 21 19:02:55 CEST 2022
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.1
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: Gaia's DR2 G, G_BP and G_RP (Vegamags, Gaia passbands from Maiz-Apellaniz and Weiler 2018)
# Attention: photometry includes extinction of Av=0.001, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPbrmag  G_BPftmag  G_RPmag
0.02 0.14251 7.40000 0.5846944451 2.3104345798    0.584 -1.120  3.5311  4.401    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.97e-15      0.00 6.960e-01 2.840e-01 3.596e-03 9.702e-04 8.799e-03 -1.000 2.000e-02 7.571 8.465 9.800 9.846 7.350
0.02 0.14251 7.40000 0.6000000238 2.3211214542    0.600 -1.099  3.5337  4.402    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.11e-15      0.00 6.960e-01 2.840e-01 3.596e-03 9.702e-04 8.799e-03 -1.000 2.000e-02 7.519 8.396 9.714 9.760 7.288
0.02 0.14251 7.40000 0.6103506684 2.3280003071    0.610 -1.086  3.5358  4.404    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.19e-15      0.00 6.960e-01 2.840e-01 3.596e-03 9.702e-04 8.799e-03 -1.000 2.000e-02 7.484 8.348 9.653 9.698 7.246
0.02 0.14251 7.40000 0.6499999762 2.3520355225    0.650 -1.026  3.5440  4.404    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.66e-15      0.00 6.960e-01 2.840e-01 3.596e-03 9.702e-04 8.799e-03 -1.000 2.000e-02 7.334 8.146 9.396 9.442 7.064
0.02 0.14251 7.40000 0.6640343070 2.3597562313    0.664 -1.005  3.5475  4.407    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.82e-15      0.00 6.960e-01 2.840e-01 3.596e-03 9.702e-04 8.799e-03 -1.000 2.000e-02 7.283 8.071 9.299 9.344 7.000
0.02 0.14251 7.40000 0.7000000477 2.3779268265    0.700 -0.942  3.5574  4.407    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.42e-15      0.00 6.960e-01 2.840e-01 3.596e-03 9.702e-04 8.799e-03 -1.000 2.000e-02 7.126 7.847 9.007 9.054 6.805
0.02 0.14251 7.40000 0.7475559115 2.3988938332    0.748 -0.770  3.6196  4.512    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.91e-15      0.00 6.960e-01 2.840e-01 3.551e-03 9.691e-04 8.801e-03 -1.000 2.000e-02 6.695 7.023 7.827 7.876 6.167
0.02 0.14251 7.40000 0.7500000000 2.3998889923    0.750 -0.757  3.6229  4.514    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -7.09e-15      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 6.663 6.973 7.760 7.809 6.127
0.02 0.14251 7.40000 0.7704406381 2.4079291821    0.770 -0.729  3.6267  4.512    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -7.47e-15      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 6.592 6.882 7.650 7.699 6.046
0.02 0.14251 7.40000 0.7916481495 2.4157681465    0.792 -0.696  3.6309  4.508    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -7.95e-15      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 6.510 6.777 7.526 7.575 5.955
0.02 0.14251 7.40000 0.8000000119 2.4187245369    0.800 -0.680  3.6330  4.505    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.24e-15      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 6.469 6.725 7.464 7.513 5.909
0.02 0.14251 7.40000 0.8297099471 2.4286885262    0.829 -0.619  3.6417  4.494    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -9.41e-15      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 6.317 6.526 7.224 7.273 5.737
0.02 0.14251 7.40000 0.8500000238 2.4350347519    0.850 -0.575  3.6483  4.488    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.04e-14      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 6.207 6.381 7.050 7.098 5.611
0.02 0.14251 7.40000 0.8878551126 2.4459881783    0.887 -0.486  3.6625  4.474    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.26e-14      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 5.985 6.090 6.702 6.749 5.360
0.02 0.14251 7.40000 0.8999999762 2.4492788315    0.899 -0.455  3.6677  4.469    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.35e-14      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 5.907 5.989 6.582 6.629 5.273
0.02 0.14251 7.40000 0.9242415428 2.4555501938    0.924 -0.389  3.6789  4.460    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.57e-14      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 5.741 5.781 6.335 6.380 5.094
0.02 0.14251 7.40000 0.9499999881 2.4618122578    0.950 -0.314  3.6916  4.448    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.86e-14      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 5.556 5.554 6.069 6.112 4.900
0.02 0.14251 7.40000 0.9680722356 2.4659779072    0.968 -0.261  3.7007  4.440    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -2.1e-14      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 5.423 5.395 5.884 5.926 4.763
0.02 0.14251 7.40000 0.9890254140 2.4705889225    0.989 -0.197  3.7115  4.429    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.44e-14      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 5.263 5.208 5.669 5.709 4.601
0.02 0.14251 7.40000 1.0000000000 2.4729156494    1.000 -0.163  3.7173  4.422    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.65e-14      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 5.177 5.109 5.555 5.595 4.515
0.02 0.14251 7.40000 1.0051559210 2.4739885330    1.005 -0.146  3.7200  4.419    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.73e-14      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 5.136 5.062 5.502 5.541 4.474
0.02 0.14251 7.40000 1.0267375708 2.4783453941    1.027 -0.077  3.7313  4.403    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.13e-14      0.00 6.960e-01 2.840e-01 3.549e-03 9.689e-04 8.801e-03 -1.000 2.000e-02 4.961 4.866 5.280 5.317 4.303
0.02 0.14251 7.40000 1.0493190289 2.4826841354    1.049 -0.004  3.7429  4.386    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.61e-14      0.00 6.960e-01 2.840e-01 3.549e-03 9.689e-04 8.800e-03 -1.000 2.000e-02 4.779 4.667 5.053 5.087 4.129
0.02 0.14251 7.40000 1.0499999523 2.4828116894    1.050 -0.002  3.7433  4.386    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.62e-14      0.00 6.960e-01 2.840e-01 3.549e-03 9.689e-04 8.800e-03 -1.000 2.000e-02 4.774 4.661 5.046 5.081 4.124
0.02 0.14251 7.40000 1.0660793781 2.4857680798    1.066  0.051  3.7514  4.372    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.01e-14      0.00 6.960e-01 2.840e-01 3.549e-03 9.689e-04 8.800e-03 -1.000 2.000e-02 4.643 4.521 4.887 4.920 4.003
0.02 0.14251 7.40000 1.0914846659 2.4902358055    1.091  0.126  3.7634  4.355    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.63e-14      0.00 6.960e-01 2.840e-01 3.548e-03 9.689e-04 8.800e-03 -1.000 2.000e-02 4.454 4.322 4.661 4.690 3.832
0.02 0.14251 7.40000 1.1000000238 2.4916803837    1.099  0.146  3.7669  4.353    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.78e-14      0.00 6.960e-01 2.840e-01 3.548e-03 9.689e-04 8.800e-03 -1.000 2.000e-02 4.405 4.271 4.602 4.631 3.789
0.02 0.14251 7.40000 1.1028167009 2.4921524525    1.102  0.152  3.7680  4.352    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.83e-14      0.00 6.960e-01 2.840e-01 3.548e-03 9.689e-04 8.800e-03 -1.000 2.000e-02 4.390 4.255 4.584 4.612 3.776
0.02 0.14251 7.40000 1.1499999762 2.4996678829    1.149  0.201  3.7807  4.372    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.81e-14      0.00 6.960e-01 2.840e-01 3.548e-03 9.688e-04 8.799e-03 -1.000 2.000e-02 4.268 4.127 4.427 4.453 3.678
0.02 0.14251 7.40000 1.1553843021 2.5004808903    1.155  0.206  3.7822  4.376    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.79e-14      0.00 6.960e-01 2.840e-01 3.548e-03 9.688e-04 8.799e-03 -1.000 2.000e-02 4.256 4.115 4.412 4.437 3.670
0.02 0.14251 7.40000 1.1760703325 2.5035243034    1.175  0.211  3.7856  4.392    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.53e-14      0.00 6.961e-01 2.839e-01 3.548e-03 9.688e-04 8.799e-03 -1.000 2.000e-02 4.243 4.102 4.391 4.416 3.664
0.02 0.14251 7.40000 1.2000000477 2.5068950653    1.200  0.215  3.7879  4.406    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.26e-14      0.00 6.961e-01 2.839e-01 3.548e-03 9.687e-04 8.799e-03 -1.000 2.000e-02 4.233 4.091 4.377 4.400 3.659
0.02 0.14251 7.40000 1.2161625624 2.5090854168    1.216  0.218  3.7890  4.413    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.08e-14      0.00 6.961e-01 2.839e-01 3.548e-03 9.687e-04 8.799e-03 -1.000 2.000e-02 4.226 4.084 4.367 4.391 3.655
0.02 0.14251 7.40000 1.2472909689 2.5131208897    1.247  0.236  3.7912  4.414    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.92e-14      0.00 6.961e-01 2.839e-01 3.547e-03 9.687e-04 8.798e-03 -1.000 2.000e-02 4.179 4.038 4.316 4.339 3.613
0.02 0.14251 7.40000 1.2500000000 2.5134611130    1.250  0.241  3.7916  4.413    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.94e-14      0.00 6.961e-01 2.839e-01 3.547e-03 9.687e-04 8.798e-03 -1.000 2.000e-02 4.168 4.026 4.303 4.326 3.603
0.02 0.14251 7.40000 1.2889662981 2.5181744099    1.289  0.308  3.7983  4.386    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.25e-14      0.00 6.961e-01 2.839e-01 3.547e-03 9.686e-04 8.797e-03 -1.000 2.000e-02 4.000 3.858 4.122 4.143 3.451
0.02 0.14251 7.40000 1.2999999523 2.5194499493    1.300  0.327  3.8003  4.378    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.34e-14      0.00 6.961e-01 2.839e-01 3.547e-03 9.686e-04 8.797e-03 -1.000 2.000e-02 3.953 3.811 4.070 4.091 3.409
0.02 0.14251 7.40000 1.3295123577 2.5227427483    1.330  0.378  3.8053  4.357    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.55e-14      0.00 6.961e-01 2.839e-01 3.547e-03 9.685e-04 8.797e-03 -1.000 2.000e-02 3.826 3.685 3.934 3.953 3.295
0.02 0.14251 7.40000 1.3500000238 2.5249314308    1.350  0.414  3.8090  4.343    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.71e-14      0.00 6.961e-01 2.839e-01 3.547e-03 9.685e-04 8.797e-03 -1.000 2.000e-02 3.736 3.596 3.837 3.856 3.215
0.02 0.14251 7.40000 1.3999999762 2.5299651623    1.400  0.502  3.8192  4.311    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.03e-14      0.00 6.962e-01 2.838e-01 3.547e-03 9.684e-04 8.796e-03 -1.000 2.000e-02 3.515 3.377 3.599 3.616 3.020
0.02 0.14251 7.40000 1.4325119257 2.5330224037    1.433  0.561  3.8270  4.293    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.17e-14      0.00 6.962e-01 2.838e-01 3.547e-03 9.684e-04 8.796e-03 -1.000 2.000e-02 3.367 3.230 3.438 3.455 2.891
0.02 0.14251 7.40000 1.4500000477 2.5346016884    1.450  0.593  3.8317  4.285    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.24e-14      0.00 6.962e-01 2.838e-01 3.546e-03 9.684e-04 8.796e-03 -1.000 2.000e-02 3.287 3.151 3.351 3.367 2.823
0.02 0.14251 7.40000 1.4653686285 2.5359539986    1.466  0.619  3.8359  4.280    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -5.2e-14      0.00 6.962e-01 2.838e-01 3.546e-03 9.684e-04 8.796e-03 -1.000 2.000e-02 3.221 3.086 3.280 3.295 2.768
0.02 0.14251 7.40000 1.5000000000 2.5388846397    1.500  0.668  3.8440  4.274    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.97e-14      0.00 6.962e-01 2.838e-01 3.547e-03 9.684e-04 8.795e-03 -1.000 2.000e-02 3.100 2.967 3.147 3.162 2.668
0.02 0.14251 7.40000 1.5032569170 2.5391521454    1.503  0.673  3.8450  4.274    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.93e-14      0.00 6.962e-01 2.838e-01 3.547e-03 9.684e-04 8.795e-03 -1.000 2.000e-02 3.087 2.955 3.133 3.148 2.658
0.02 0.14251 7.40000 1.5499999523 2.5428512096    1.550  0.731  3.8579  4.281    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.23e-14      0.00 6.963e-01 2.837e-01 3.546e-03 9.684e-04 8.795e-03 -1.000 2.000e-02 2.942 2.816 2.973 2.986 2.549
0.02 0.14251 7.40000 1.5881506205 2.5456855297    1.588  0.775  3.8696  4.295    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.34e-14      0.00 6.962e-01 2.838e-01 3.546e-03 9.683e-04 8.795e-03 -1.000 2.000e-02 2.834 2.715 2.855 2.867 2.476
0.02 0.14251 7.40000 1.6000000238 2.5465342999    1.600  0.789  3.8724  4.295    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.13e-14      0.00 6.962e-01 2.838e-01 3.546e-03 9.683e-04 8.795e-03 -1.000 2.000e-02 2.798 2.682 2.817 2.829 2.450
0.02 0.14251 7.40000 1.6499999762 2.5499615669    1.649  0.848  3.8850  4.300    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.75e-14      0.00 6.963e-01 2.837e-01 3.546e-03 9.682e-04 8.794e-03 -1.000 1.999e-02 2.651 2.544 2.660 2.671 2.342
0.02 0.14251 7.40000 1.6749999523 2.5515873432    1.674  0.876  3.8911  4.302    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -9.26e-15      0.00 6.963e-01 2.837e-01 3.546e-03 9.682e-04 8.794e-03 -1.000 1.999e-02 2.581 2.479 2.586 2.597 2.292
0.02 0.14251 7.40000 1.7000000477 2.5531582832    1.699  0.903  3.8969  4.305    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.963e-01 2.837e-01 3.546e-03 9.682e-04 8.794e-03 -1.000 2.000e-02 2.512 2.417 2.516 2.526 2.245
0.02 0.14251 7.40000 1.7250001431 2.5546767712    1.724  0.930  3.9026  4.307    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.963e-01 2.837e-01 3.546e-03 9.682e-04 8.794e-03 -1.000 1.999e-02 2.444 2.356 2.446 2.456 2.198
0.02 0.14251 7.40000 1.7500000000 2.5561456680    1.749  0.956  3.9081  4.309    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.963e-01 2.837e-01 3.546e-03 9.681e-04 8.794e-03 -1.000 1.999e-02 2.379 2.298 2.381 2.390 2.154
0.02 0.14251 7.40000 1.7750000954 2.5575671196    1.774  0.983  3.9137  4.310    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.963e-01 2.837e-01 3.545e-03 9.681e-04 8.793e-03 -1.000 1.999e-02 2.312 2.239 2.313 2.322 2.108
0.02 0.14251 7.40000 1.7999999523 2.5589430332    1.799  1.009  3.9190  4.312    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.963e-01 2.837e-01 3.545e-03 9.681e-04 8.793e-03 -1.000 1.999e-02 2.247 2.183 2.250 2.258 2.065
0.02 0.14251 7.40000 1.8250000477 2.5602757931    1.824  1.033  3.9240  4.314    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.963e-01 2.837e-01 3.545e-03 9.681e-04 8.792e-03 -1.000 1.999e-02 2.186 2.132 2.191 2.199 2.026
0.02 0.14251 7.40000 1.8500000238 2.5615673065    1.849  1.058  3.9291  4.315    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.963e-01 2.837e-01 3.545e-03 9.680e-04 8.793e-03 -1.000 1.998e-02 2.124 2.079 2.132 2.139 1.986
0.02 0.14251 7.40000 1.8750000000 2.5628192425    1.874  1.082  3.9339  4.316    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.963e-01 2.837e-01 3.545e-03 9.680e-04 8.793e-03 -1.000 1.999e-02 2.064 2.031 2.078 2.084 1.948
0.02 0.14251 7.40000 1.8999999762 2.5640332699    1.899  1.106  3.9387  4.317    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.837e-01 3.545e-03 9.680e-04 8.792e-03 -1.000 1.998e-02 2.005 1.982 2.023 2.029 1.910
0.02 0.14251 7.40000 1.9249999523 2.5652110577    1.924  1.130  3.9435  4.318    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.837e-01 3.545e-03 9.680e-04 8.792e-03 -1.000 1.998e-02 1.945 1.936 1.972 1.977 1.873
0.02 0.14251 7.40000 1.9477653503 2.5662536621    1.947  1.151  3.9476  4.319    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.836e-01 3.545e-03 9.680e-04 8.792e-03 -1.000 1.998e-02 1.893 1.896 1.927 1.932 1.841
0.02 0.14251 7.40000 1.9932960272 2.5682566166    1.993  1.193  3.9559  4.321    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.836e-01 3.545e-03 9.679e-04 8.792e-03 -1.000 1.998e-02 1.788 1.817 1.840 1.844 1.776
0.02 0.14251 7.40000 2.0388267040 2.5701568127    2.038  1.233  3.9637  4.321    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.836e-01 3.545e-03 9.679e-04 8.791e-03 -1.000 1.999e-02 1.688 1.743 1.760 1.763 1.716
0.02 0.14251 7.40000 2.0843575001 2.5719621181    2.083  1.271  3.9711  4.322    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.836e-01 3.545e-03 9.678e-04 8.791e-03 -1.000 1.998e-02 1.592 1.674 1.685 1.686 1.658
0.02 0.14251 7.40000 2.1298882961 2.5736789703    2.129  1.309  3.9784  4.322    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.836e-01 3.545e-03 9.678e-04 8.791e-03 -1.000 1.997e-02 1.496 1.609 1.614 1.614 1.602
0.02 0.14251 7.40000 2.1754190922 2.5753133297    2.174  1.347  3.9855  4.323    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.965e-01 2.836e-01 3.544e-03 9.678e-04 8.791e-03 -1.000 1.996e-02 1.403 1.546 1.546 1.546 1.549
0.02 0.14251 7.40000 2.2209496498 2.5768709183    2.219  1.383  3.9924  4.323    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.965e-01 2.836e-01 3.544e-03 9.678e-04 8.790e-03 -1.000 1.997e-02 1.312 1.486 1.481 1.480 1.496
0.02 0.14251 7.40000 2.2664804459 2.5783567429    2.265  1.419  3.9990  4.322    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.965e-01 2.836e-01 3.544e-03 9.678e-04 8.790e-03 -1.000 1.999e-02 1.223 1.427 1.418 1.416 1.445
0.02 0.14251 7.40000 2.3575420380 2.5811312199    2.356  1.487  4.0114  4.321    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.962e-01 2.838e-01 3.547e-03 9.685e-04 8.796e-03 -1.000 1.998e-02 1.053 1.315 1.299 1.295 1.345
0.02 0.14251 7.40000 2.5396647453 2.5860002041    2.538  1.614  4.0344  4.318    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 0.735 1.108 1.081 1.074 1.158
0.02 0.14251 7.40000 2.6129922867 2.5877418518    2.611  1.663  4.0430  4.315    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 0.612 1.028 0.997 0.989 1.084
0.02 0.14251 7.40000 2.7217876911 2.5901277065    2.720  1.734  4.0551  4.311    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 0.436 0.913 0.878 0.868 0.978
0.02 0.14251 7.40000 2.8118293285 2.5919427872    2.810  1.789  4.0647  4.308    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 0.296 0.822 0.783 0.772 0.893
0.02 0.14251 7.40000 2.9039103985 2.5936655998    2.902  1.845  4.0741  4.304    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 0.158 0.732 0.689 0.678 0.809
0.02 0.14251 7.40000 3.0860338211 2.5967276096    3.084  1.949  4.0914  4.296    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -0.102 0.563 0.514 0.500 0.650
0.02 0.14251 7.40000 3.2681567669 2.5994002819    3.266  2.047  4.1077  4.288    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -0.348 0.404 0.350 0.334 0.501
0.02 0.14251 7.40000 3.4502787590 2.6017513275    3.447  2.140  4.1226  4.278    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -0.579 0.255 0.196 0.179 0.360
0.02 0.14251 7.40000 3.5700047016 2.6031475067    3.567  2.198  4.1319  4.272    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -0.724 0.161 0.099 0.081 0.271
0.02 0.14251 7.40000 3.6324019432 2.6038331985    3.629  2.228  4.1366  4.269    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -0.799 0.113 0.050 0.031 0.226
0.02 0.14251 7.40000 3.8145248890 2.6056883335    3.812  2.311  4.1499  4.260    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -1.008 -0.021 -0.089 -0.110 0.098
0.02 0.14251 7.40000 3.9531841278 2.6069695950    3.953  2.372  4.1594  4.253    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -1.160 -0.119 -0.190 -0.211 0.006
0.02 0.14251 7.40000 3.9966478348 2.6073503494    3.997  2.391  4.1624  4.250    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -1.207 -0.149 -0.221 -0.243 -0.023
0.02 0.14251 7.40000 4.1787710190 2.6088466644    4.177  2.467  4.1742  4.241    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -1.397 -0.272 -0.347 -0.370 -0.139
0.02 0.14251 7.40000 4.3564929962 2.6101691723    4.353  2.538  4.1851  4.231    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -1.576 -0.387 -0.466 -0.490 -0.248
