# File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Thu Sep 22 07:47:09 CEST 2022
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.1
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: Gaia's DR2 G, G_BP and G_RP (Vegamags, Gaia passbands from Maiz-Apellaniz and Weiler 2018)
# Attention: photometry includes extinction of Av=0.001, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPbrmag  G_BPftmag  G_RPmag
0.02 0.14251 8.90000 1.7128068209 2.5539424419    1.712  1.006  3.8826  4.148    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.108e-01 2.700e-01 3.405e-03 9.307e-04 8.459e-03 -1.000 1.922e-02 2.255 2.141 2.258 2.269 1.938
0.02 0.14251 8.90000 1.7250001431 2.5546767712    1.724  1.020  3.8842  4.143    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.108e-01 2.700e-01 3.405e-03 9.306e-04 8.459e-03 -1.000 1.921e-02 2.219 2.106 2.220 2.231 1.906
0.02 0.14251 8.90000 1.7500000000 2.5561456680    1.749  1.050  3.8873  4.131    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.108e-01 2.699e-01 3.405e-03 9.306e-04 8.459e-03 -1.000 1.929e-02 2.144 2.033 2.143 2.153 1.842
0.02 0.14251 8.90000 1.7750000954 2.5575671196    1.774  1.080  3.8903  4.120    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.108e-01 2.700e-01 3.405e-03 9.306e-04 8.459e-03 -1.000 1.923e-02 2.069 1.961 2.065 2.076 1.777
0.02 0.14251 8.90000 1.7755414248 2.5575971603    1.774  1.081  3.8904  4.120    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.108e-01 2.700e-01 3.405e-03 9.306e-04 8.459e-03 -1.000 1.923e-02 2.068 1.959 2.063 2.074 1.776
0.02 0.14251 8.90000 1.7999999523 2.5589430332    1.799  1.110  3.8927  4.106    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.108e-01 2.700e-01 3.405e-03 9.307e-04 8.459e-03 -1.000 1.919e-02 1.996 1.889 1.990 2.000 1.713
0.02 0.14251 8.90000 1.8250000477 2.5602757931    1.824  1.139  3.8955  4.094    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.108e-01 2.700e-01 3.405e-03 9.307e-04 8.459e-03 -1.000 1.921e-02 1.921 1.817 1.913 1.923 1.648
0.02 0.14251 8.90000 1.8253331184 2.5602931976    1.824  1.140  3.8955  4.093    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.108e-01 2.700e-01 3.405e-03 9.307e-04 8.459e-03 -1.000 1.921e-02 1.920 1.816 1.912 1.922 1.647
0.02 0.14251 8.90000 1.8500000238 2.5615673065    1.849  1.169  3.8977  4.079    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.107e-01 2.700e-01 3.405e-03 9.310e-04 8.459e-03 -1.000 1.926e-02 1.848 1.746 1.838 1.848 1.583
0.02 0.14251 8.90000 1.8618040085 2.5621631145    1.861  1.183  3.8987  4.072    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.107e-01 2.700e-01 3.405e-03 9.310e-04 8.459e-03 -1.000 1.926e-02 1.814 1.712 1.803 1.812 1.552
0.02 0.14251 8.90000 1.8750000000 2.5628192425    1.874  1.198  3.8997  4.064    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.107e-01 2.701e-01 3.406e-03 9.309e-04 8.461e-03 -1.000 1.920e-02 1.775 1.674 1.763 1.773 1.517
0.02 0.14251 8.90000 1.8999999762 2.5640332699    1.899  1.227  3.9016  4.048    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.107e-01 2.701e-01 3.406e-03 9.314e-04 8.460e-03 -1.000 1.922e-02 1.702 1.603 1.689 1.699 1.452
0.02 0.14251 8.90000 1.9135249853 2.5646748543    1.913  1.243  3.9026  4.039    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.106e-01 2.701e-01 3.407e-03 9.313e-04 8.462e-03 -1.000 1.924e-02 1.663 1.565 1.649 1.658 1.416
0.02 0.14251 8.90000 1.9249999523 2.5652110577    1.924  1.256  3.9034  4.032    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.106e-01 2.701e-01 3.407e-03 9.312e-04 8.463e-03 -1.000 1.927e-02 1.629 1.532 1.615 1.624 1.386
0.02 0.14251 8.90000 1.9477653503 2.5662536621    1.947  1.282  3.9046  4.015    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.106e-01 2.702e-01 3.407e-03 9.313e-04 8.464e-03 -1.000 1.923e-02 1.564 1.468 1.548 1.558 1.325
0.02 0.14251 8.90000 1.9658548832 2.5670621395    1.966  1.303  3.9055  4.002    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.105e-01 2.702e-01 3.408e-03 9.314e-04 8.465e-03 -1.000 1.923e-02 1.512 1.417 1.496 1.505 1.277
0.02 0.14251 8.90000 1.9932960272 2.5682566166    1.993  1.335  3.9062  3.980    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.104e-01 2.703e-01 3.409e-03 9.315e-04 8.467e-03 -1.000 1.928e-02 1.433 1.338 1.415 1.424 1.201
0.02 0.14251 8.90000 2.0080487728 2.5688831806    2.008  1.352  3.9064  3.967    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.104e-01 2.703e-01 3.409e-03 9.317e-04 8.468e-03 -1.000 1.928e-02 1.391 1.296 1.372 1.381 1.160
0.02 0.14251 8.90000 2.0388267040 2.5701568127    2.038  1.387  3.9063  3.938    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.103e-01 2.705e-01 3.410e-03 9.322e-04 8.470e-03 -1.000 1.922e-02 1.303 1.207 1.283 1.292 1.072
0.02 0.14251 8.90000 2.0471403599 2.5704934597    2.047  1.396  3.9062  3.930    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.103e-01 2.705e-01 3.410e-03 9.323e-04 8.471e-03 -1.000 1.921e-02 1.279 1.183 1.259 1.268 1.048
0.02 0.14251 8.90000 2.0810232162 2.5718331337    2.080  1.435  3.9053  3.895    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.101e-01 2.706e-01 3.412e-03 9.326e-04 8.475e-03 -1.000 1.930e-02 1.184 1.085 1.161 1.170 0.949
0.02 0.14251 8.90000 2.0843575001 2.5719621181    2.083  1.438  3.9050  3.891    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.101e-01 2.706e-01 3.412e-03 9.326e-04 8.475e-03 -1.000 1.929e-02 1.174 1.075 1.152 1.161 0.938
0.02 0.14251 8.90000 2.1171073914 2.5732054710    2.116  1.475  3.9028  3.852    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.100e-01 2.708e-01 3.413e-03 9.329e-04 8.479e-03 -1.000 1.926e-02 1.082 0.978 1.058 1.067 0.838
0.02 0.14251 8.90000 2.1298882961 2.5736789703    2.129  1.490  3.9016  3.835    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.099e-01 2.708e-01 3.414e-03 9.330e-04 8.480e-03 -1.000 1.926e-02 1.046 0.940 1.021 1.030 0.797
0.02 0.14251 8.90000 2.1619927883 2.5748395920    2.160  1.525  3.8974  3.789    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.098e-01 2.710e-01 3.415e-03 9.334e-04 8.483e-03 -1.000 1.924e-02 0.957 0.844 0.930 0.940 0.691
0.02 0.14251 8.90000 2.1754190922 2.5753133297    2.174  1.540  3.8951  3.768    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.097e-01 2.711e-01 3.416e-03 9.337e-04 8.485e-03 -1.000 1.925e-02 0.920 0.804 0.893 0.903 0.646
0.02 0.14251 8.90000 2.1921262741 2.5758934021    2.191  1.558  3.8922  3.741    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.096e-01 2.711e-01 3.417e-03 9.339e-04 8.487e-03 -1.000 1.928e-02 0.875 0.755 0.848 0.858 0.590
0.02 0.14251 8.90000 2.2203164101 2.5768496990    2.219  1.588  3.8852  3.689    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.094e-01 2.713e-01 3.419e-03 9.343e-04 8.491e-03 -1.000 1.930e-02 0.800 0.672 0.775 0.786 0.490
0.02 0.14251 8.90000 2.2209496498 2.5768709183    2.219  1.589  3.8850  3.688    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.094e-01 2.713e-01 3.419e-03 9.343e-04 8.491e-03 -1.000 1.930e-02 0.798 0.670 0.773 0.784 0.488
0.02 0.14251 8.90000 2.2337815762 2.5772967339    2.232  1.602  3.8812  3.661    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.093e-01 2.714e-01 3.420e-03 9.345e-04 8.493e-03 -1.000 1.931e-02 0.765 0.632 0.742 0.753 0.441
0.02 0.14251 8.90000 2.2553169727 2.5779988766    2.254  1.624  3.8737  3.613    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.715e-01 3.421e-03 9.349e-04 8.497e-03 -1.000 1.931e-02 0.710 0.571 0.692 0.704 0.361
0.02 0.14251 8.90000 2.2664804459 2.5783567429    2.265  1.635  3.8694  3.587    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.091e-01 2.715e-01 3.422e-03 9.351e-04 8.498e-03 -1.000 1.935e-02 0.682 0.539 0.667 0.679 0.319
0.02 0.14251 8.90000 2.2756731510 2.5786483288    2.274  1.644  3.8660  3.567    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.084e-01 2.722e-01 3.429e-03 9.370e-04 8.515e-03 -1.000 1.940e-02 0.659 0.514 0.647 0.660 0.285
0.02 0.14251 8.90000 2.2939023972 2.5792188644    2.292  1.662  3.8583  3.521    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.069e-01 2.736e-01 3.443e-03 9.408e-04 8.549e-03 -1.000 1.943e-02 0.614 0.464 0.609 0.623 0.216
0.02 0.14251 8.90000 2.3113710880 2.5797560215    2.310  1.681  3.8507  3.475    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.055e-01 2.750e-01 3.457e-03 9.445e-04 8.583e-03 -1.000 1.952e-02 0.567 0.413 0.570 0.585 0.147
0.02 0.14251 8.90000 2.3286426067 2.5802776814    2.327  1.705  3.8457  3.435    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.041e-01 2.764e-01 3.471e-03 9.482e-04 8.616e-03 -1.000 1.958e-02 0.508 0.352 0.518 0.533 0.074
0.02 0.14251 8.90000 2.3354237080 2.5804800987    2.334  1.729  3.8532  3.442    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.035e-01 2.769e-01 3.476e-03 9.497e-04 8.629e-03 -1.000 1.960e-02 0.448 0.295 0.447 0.461 0.036
0.02 0.14251 8.90000 2.3398575783 2.5806119442    2.338  1.752  3.8626  3.458    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.031e-01 2.773e-01 3.480e-03 9.507e-04 8.638e-03 -1.000 1.962e-02 0.391 0.241 0.377 0.391 0.006
0.02 0.14251 8.90000 2.3414630890 2.5806593895    2.340  1.772  3.8730  3.479    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.030e-01 2.774e-01 3.481e-03 9.510e-04 8.641e-03 -1.000 1.963e-02 0.340 0.196 0.316 0.328 -0.011
0.02 0.14251 8.90000 2.3422577381 2.5806829929    2.340  1.792  3.8835  3.501    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.029e-01 2.775e-01 3.482e-03 9.512e-04 8.643e-03 -1.000 1.964e-02 0.289 0.153 0.255 0.266 -0.027
0.02 0.14251 8.90000 2.3427002430 2.5806958675    2.341  1.814  3.8937  3.520    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.029e-01 2.775e-01 3.483e-03 9.513e-04 8.644e-03 -1.000 1.964e-02 0.234 0.109 0.194 0.204 -0.044
0.02 0.14251 8.90000 2.3429670334 2.5807037354    2.341  1.838  3.9034  3.535    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.028e-01 2.775e-01 3.483e-03 9.514e-04 8.644e-03 -1.000 1.964e-02 0.176 0.064 0.134 0.143 -0.064
0.02 0.14251 8.90000 2.3431215286 2.5807085037    2.341  1.855  3.9104  3.546    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.028e-01 2.775e-01 3.483e-03 9.514e-04 8.644e-03 -1.000 1.964e-02 0.132 0.031 0.091 0.099 -0.079
0.02 0.14251 8.90000 2.3432478905 2.5807120800    2.341  1.869  3.9162  3.555    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.028e-01 2.776e-01 3.483e-03 9.514e-04 8.645e-03 -1.000 1.964e-02 0.097 0.006 0.059 0.066 -0.091
0.02 0.14251 8.90000 2.3432958126 2.5807135105    2.342  1.853  3.9129  3.559    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.028e-01 2.776e-01 3.483e-03 9.515e-04 8.645e-03 -1.000 1.964e-02 0.139 0.043 0.100 0.107 -0.062
0.02 0.14251 8.90000 2.3433578014 2.5807154179    2.342  1.828  3.9069  3.559    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.028e-01 2.776e-01 3.483e-03 9.515e-04 8.645e-03 -1.000 1.964e-02 0.199 0.093 0.159 0.167 -0.026
0.02 0.14251 8.90000 2.3434178829 2.5807170868    2.342  1.807  3.8989  3.548    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.028e-01 2.776e-01 3.483e-03 9.515e-04 8.645e-03 -1.000 1.964e-02 0.252 0.134 0.211 0.221 -0.006
0.02 0.14251 8.90000 2.3434975147 2.5807194710    2.342  1.794  3.8876  3.516    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.028e-01 2.776e-01 3.483e-03 9.515e-04 8.645e-03 -1.000 1.964e-02 0.285 0.153 0.248 0.259 -0.016
0.02 0.14251 8.90000 2.3435907364 2.5807223320    2.342  1.795  3.8759  3.468    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.028e-01 2.776e-01 3.483e-03 9.515e-04 8.645e-03 -1.000 1.964e-02 0.282 0.140 0.254 0.266 -0.060
0.02 0.14251 8.90000 2.3437018394 2.5807254314    2.342  1.803  3.8639  3.412    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.028e-01 2.776e-01 3.483e-03 9.515e-04 8.646e-03 -1.000 1.964e-02 0.263 0.112 0.245 0.258 -0.118
0.02 0.14251 8.90000 2.3438274860 2.5807292461    2.342  1.809  3.8519  3.358    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.028e-01 2.776e-01 3.483e-03 9.516e-04 8.646e-03 -1.000 1.964e-02 0.248 0.091 0.244 0.259 -0.169
0.02 0.14251 8.90000 2.3439662457 2.5807332993    2.342  1.811  3.8399  3.308    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.027e-01 2.776e-01 3.484e-03 9.516e-04 8.646e-03 -1.000 1.964e-02 0.242 0.081 0.255 0.271 -0.209
0.02 0.14251 8.90000 2.3441171646 2.5807378292    2.342  1.811  3.8278  3.260    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.027e-01 2.776e-01 3.484e-03 9.516e-04 8.646e-03 -1.000 1.964e-02 0.243 0.082 0.277 0.294 -0.238
0.02 0.14251 8.90000 2.3442821503 2.5807425976    2.342  1.807  3.8157  3.215    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.027e-01 2.776e-01 3.484e-03 9.517e-04 8.647e-03 -1.000 1.965e-02 0.252 0.091 0.308 0.327 -0.259
0.02 0.14251 8.90000 2.3444695473 2.5807483196    2.343  1.801  3.8033  3.172    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.027e-01 2.777e-01 3.484e-03 9.517e-04 8.647e-03 -1.000 1.965e-02 0.267 0.107 0.350 0.371 -0.274
0.02 0.14251 8.90000 2.3446881771 2.5807547569    2.343  1.791  3.7911  3.133    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.027e-01 2.777e-01 3.484e-03 9.518e-04 8.648e-03 -1.000 1.965e-02 0.291 0.135 0.404 0.428 -0.277
0.02 0.14251 8.90000 2.3449649811 2.5807628632    2.343  1.776  3.7783  3.097    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.027e-01 2.777e-01 3.484e-03 9.518e-04 8.648e-03 -1.000 1.965e-02 0.330 0.181 0.478 0.504 -0.264
0.02 0.14251 8.90000 2.3452851772 2.5807721615    2.344  1.752  3.7663  3.073    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.026e-01 2.777e-01 3.485e-03 9.519e-04 8.649e-03 -1.000 1.965e-02 0.389 0.251 0.575 0.604 -0.224
0.02 0.14251 8.90000 2.3455474377 2.5807800293    2.344  1.728  3.7574  3.061    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.024e-01 2.779e-01 3.487e-03 9.525e-04 8.654e-03 -1.000 1.967e-02 0.450 0.321 0.666 0.696 -0.175
0.02 0.14251 8.90000 2.3458125591 2.5807878971    2.344  1.698  3.7490  3.058    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.014e-01 2.789e-01 3.496e-03 9.551e-04 8.677e-03 -1.000 1.971e-02 0.524 0.406 0.770 0.802 -0.110
0.02 0.14251 8.90000 2.3460421562 2.5807945728    2.344  1.669  3.7420  3.059    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.001e-01 2.801e-01 3.509e-03 9.583e-04 8.706e-03 -1.000 1.977e-02 0.597 0.490 0.869 0.902 -0.041
0.02 0.14251 8.90000 2.3463191986 2.5808026791    2.345  1.631  3.7340  3.065    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.989e-01 2.813e-01 3.521e-03 9.616e-04 8.735e-03 -1.000 1.985e-02 0.692 0.598 0.995 1.029 0.049
0.02 0.14251 8.90000 2.3465921879 2.5808107853    2.345  1.598  3.7265  3.068    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.981e-01 2.820e-01 3.529e-03 9.637e-04 8.754e-03 -1.000 1.989e-02 0.776 0.695 1.109 1.145 0.130
0.02 0.14251 8.90000 2.3469333649 2.5808207989    2.345  1.569  3.7176  3.061    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.975e-01 2.826e-01 3.535e-03 9.653e-04 8.768e-03 -1.000 1.991e-02 0.846 0.783 1.217 1.255 0.199
0.02 0.14251 8.90000 2.3470697403 2.5808248520    2.345  1.562  3.7141  3.054    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.973e-01 2.828e-01 3.536e-03 9.658e-04 8.773e-03 -1.000 1.990e-02 0.864 0.809 1.251 1.289 0.217
0.02 0.14251 8.90000 2.3473761082 2.5808339119    2.346  1.578  3.7075  3.012    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.969e-01 2.832e-01 3.537e-03 9.668e-04 8.778e-03 -1.000 1.993e-02 0.825 0.785 1.243 1.282 0.179
0.02 0.14251 8.90000 2.3477427959 2.5808446407    2.346  1.610  3.7004  2.952    3  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.964e-01 2.837e-01 3.506e-03 9.837e-04 8.783e-03 -1.000 1.995e-02 0.745 0.722 1.197 1.237 0.101
0.02 0.14251 8.90000 2.3480479717 2.5808534622    2.346  1.647  3.6955  2.895    3  0.000  0.515     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.959e-01 2.842e-01 3.392e-03 1.079e-03 8.786e-03 -1.000 1.996e-02 0.652 0.643 1.130 1.171 0.011
0.02 0.14251 8.90000 2.3482916355 2.5808606148    2.346  1.680  3.6921  2.849    3  0.000  0.488     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.954e-01 2.846e-01 3.213e-03 1.267e-03 8.788e-03 -1.000 1.999e-02 0.571 0.571 1.067 1.108 -0.068
0.02 0.14251 8.90000 2.3485310078 2.5808677673    2.347  1.712  3.6891  2.805    3  0.000  0.457     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.949e-01 2.850e-01 3.013e-03 1.501e-03 8.789e-03 -1.000 2.004e-02 0.490 0.499 1.002 1.044 -0.147
0.02 0.14251 8.90000 2.3487625122 2.5808744431    2.347  1.744  3.6863  2.762    3  0.000  0.431     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.944e-01 2.855e-01 2.840e-03 1.713e-03 8.790e-03 -1.000 2.008e-02 0.410 0.428 0.938 0.981 -0.224
0.02 0.14251 8.90000 2.3489847183 2.5808811188    2.347  1.775  3.6838  2.721    3  0.000  0.411     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.939e-01 2.860e-01 2.712e-03 1.872e-03 8.791e-03 -1.000 2.012e-02 0.333 0.358 0.875 0.918 -0.299
0.02 0.14251 8.90000 2.3491985798 2.5808873177    2.347  1.806  3.6814  2.681    3  0.000  0.398     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.934e-01 2.864e-01 2.623e-03 1.983e-03 8.792e-03 -1.000 2.018e-02 0.256 0.289 0.813 0.856 -0.373
0.02 0.14251 8.90000 2.3494076729 2.5808935165    2.348  1.836  3.6791  2.641    3  0.000  0.388     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.928e-01 2.870e-01 2.557e-03 2.070e-03 8.791e-03 -1.000 2.017e-02 0.180 0.221 0.750 0.794 -0.446
0.02 0.14251 8.90000 2.3496127129 2.5808994770    2.348  1.866  3.6769  2.602    3  0.000  0.381     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.919e-01 2.879e-01 2.506e-03 2.159e-03 8.763e-03 -1.000 2.015e-02 0.105 0.154 0.689 0.733 -0.518
0.02 0.14251 8.90000 2.3498167992 2.5809054375    2.348  1.896  3.6747  2.564    3  0.000  0.377     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.905e-01 2.893e-01 2.463e-03 2.257e-03 8.709e-03 -1.000 2.015e-02 0.031 0.087 0.628 0.673 -0.590
0.02 0.14251 8.90000 2.3500187397 2.5809113979    2.348  1.925  3.6726  2.526    3  0.000  0.375     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.881e-01 2.917e-01 2.429e-03 2.370e-03 8.627e-03 -1.000 2.017e-02 -0.043 0.020 0.567 0.612 -0.662
0.02 0.14251 8.90000 2.3502204418 2.5809173584    2.348  1.955  3.6706  2.488    3  0.000  0.374     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.856e-01 2.943e-01 2.397e-03 2.482e-03 8.542e-03 -1.000 2.016e-02 -0.117 -0.047 0.506 0.551 -0.733
0.02 0.14251 8.90000 2.3502879143 2.5809192657    2.348  1.965  3.6699  2.476    3  0.000  0.374     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.846e-01 2.952e-01 2.387e-03 2.516e-03 8.516e-03 -1.000 2.020e-02 -0.142 -0.069 0.486 0.531 -0.757
0.02 0.14251 8.90000 2.3505580425 2.5809271336    2.349  2.005  3.6672  2.425    3  0.000  0.373     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.809e-01 2.989e-01 2.354e-03 2.644e-03 8.416e-03 -1.000 2.015e-02 -0.242 -0.158 0.406 0.451 -0.854
0.02 0.14251 8.90000 2.3508210182 2.5809350014    2.349  2.044  3.6645  2.374    3  0.000  0.372     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.776e-01 3.023e-01 2.329e-03 2.743e-03 8.338e-03 -1.000 2.015e-02 -0.341 -0.247 0.326 0.372 -0.949
0.02 0.14251 8.90000 2.3510773182 2.5809423923    2.349  2.084  3.6617  2.324    3  0.000  0.372     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.748e-01 3.051e-01 2.309e-03 2.822e-03 8.276e-03 -1.000 2.010e-02 -0.440 -0.336 0.247 0.293 -1.045
0.02 0.14251 8.90000 2.3513262272 2.5809497833    2.350  2.123  3.6589  2.273    3  0.000  0.372     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.724e-01 3.075e-01 2.295e-03 2.882e-03 8.228e-03 -1.000 2.010e-02 -0.539 -0.423 0.169 0.216 -1.140
0.02 0.14251 8.90000 2.3515713215 2.5809569359    2.350  2.163  3.6560  2.222    3  0.000  0.372     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.704e-01 3.094e-01 2.283e-03 2.930e-03 8.190e-03 -1.000 2.013e-02 -0.638 -0.510 0.092 0.139 -1.234
