# File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Thu Sep 22 07:47:09 CEST 2022
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.1
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: Gaia's DR2 G, G_BP and G_RP (Vegamags, Gaia passbands from Maiz-Apellaniz and Weiler 2018)
# Attention: photometry includes extinction of Av=0.001, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPbrmag  G_BPftmag  G_RPmag
0.02 0.14251 8.90000 2.3518106937 2.5809638500    2.350  2.203  3.6531  2.171    3  0.000  0.372     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.688e-01 3.111e-01 2.274e-03 2.968e-03 8.159e-03 -1.000 2.012e-02 -0.737 -0.597 0.016 0.063 -1.328
0.02 0.14251 8.90000 2.3520436287 2.5809707642    2.350  2.242  3.6502  2.120    3  0.000  0.372     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.675e-01 3.124e-01 2.267e-03 2.998e-03 8.135e-03 -1.000 2.011e-02 -0.835 -0.683 -0.060 -0.012 -1.422
0.02 0.14251 8.90000 2.3522722721 2.5809774399    2.350  2.281  3.6472  2.069    3  0.000  0.371     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.665e-01 3.133e-01 2.261e-03 3.021e-03 8.117e-03 -1.000 2.017e-02 -0.933 -0.767 -0.133 -0.085 -1.514
0.02 0.14251 8.90000 2.3524944782 2.5809838772    2.351  2.320  3.6443  2.018    3  0.000  0.371     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.658e-01 3.141e-01 2.257e-03 3.038e-03 8.103e-03 -1.000 2.016e-02 -1.030 -0.850 -0.205 -0.156 -1.605
0.02 0.14251 8.90000 2.3527488708 2.5809915066    2.351  2.365  3.6408  1.960    3  0.000  0.371     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.651e-01 3.147e-01 2.254e-03 3.052e-03 8.092e-03 -1.000 2.016e-02 -1.142 -0.947 -0.289 -0.240 -1.710
0.02 0.14251 8.90000 2.3529620171 2.5809977055    2.351  2.403  3.6378  1.909    3  0.000  0.371     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.647e-01 3.152e-01 2.252e-03 3.061e-03 8.085e-03 -1.000 2.011e-02 -1.238 -1.027 -0.359 -0.310 -1.798
0.02 0.14251 8.90000 2.3532195091 2.5810050964    2.351  2.450  3.6342  1.848    3  0.000  0.371     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.644e-01 3.154e-01 2.250e-03 3.067e-03 8.080e-03 -1.000 2.017e-02 -1.355 -1.126 -0.445 -0.396 -1.904
0.02 0.14251 8.90000 2.3534698486 2.5810124874    2.352  2.496  3.6306  1.788    3  0.000  0.371     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.643e-01 3.155e-01 2.250e-03 3.070e-03 8.078e-03 -1.000 2.017e-02 -1.469 -1.221 -0.529 -0.479 -2.008
0.02 0.14251 8.90000 2.3536884785 2.5810189247    2.352  2.532  3.6277  1.741    3  0.000  0.371     6.45     4.56     3.34     2.48     2.02  4    -1e-30      0.00 6.643e-01 3.155e-01 2.250e-03 3.070e-03 8.078e-03 -1.000 2.015e-02 -1.559 -1.295 -0.593 -0.543 -2.089
0.02 0.14251 8.90000 2.3537898064 2.5810217857    2.352  2.546  3.6267  1.722    3  0.000  0.371     6.69     4.71     3.45     2.56     2.09  4    -1e-30      0.00 6.643e-01 3.155e-01 2.250e-03 3.070e-03 8.078e-03 -1.000 2.014e-02 -1.594 -1.324 -0.619 -0.569 -2.121
0.02 0.14251 8.90000 2.3538553715 2.5810236931    2.352  2.532  3.6277  1.740    4  0.000  0.371     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.643e-01 3.155e-01 2.250e-03 3.070e-03 8.077e-03 -1.000 2.014e-02 -1.561 -1.297 -0.595 -0.545 -2.091
0.02 0.14251 8.90000 2.3539304733 2.5810258389    2.352  2.494  3.6308  1.791    4  0.000  0.371     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.643e-01 3.155e-01 2.250e-03 3.070e-03 8.077e-03 -1.000 2.014e-02 -1.464 -1.217 -0.526 -0.476 -2.004
0.02 0.14251 8.90000 2.3539941311 2.5810277462    2.352  2.464  3.6332  1.831    4  0.000  0.371     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.643e-01 3.155e-01 2.250e-03 3.070e-03 8.077e-03 -1.000 2.014e-02 -1.389 -1.155 -0.472 -0.422 -1.936
0.02 0.14251 8.90000 2.3540983200 2.5810308456    2.352  2.421  3.6366  1.886    4  0.000  0.371     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.643e-01 3.155e-01 2.250e-03 3.070e-03 8.077e-03 -1.000 2.014e-02 -1.283 -1.066 -0.394 -0.345 -1.840
0.02 0.14251 8.90000 2.3542361259 2.5810348988    2.352  2.378  3.6400  1.943    4  0.000  0.371     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.643e-01 3.155e-01 2.250e-03 3.070e-03 8.077e-03 -1.000 2.014e-02 -1.176 -0.977 -0.317 -0.268 -1.742
0.02 0.14251 8.90000 2.3543665409 2.5810387135    2.353  2.343  3.6428  1.990    4  0.000  0.371     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.643e-01 3.155e-01 2.250e-03 3.071e-03 8.077e-03 -1.000 2.014e-02 -1.087 -0.901 -0.250 -0.201 -1.660
0.02 0.14251 8.90000 2.3545129299 2.5810430050    2.353  2.307  3.6456  2.037    4  0.000  0.371     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.643e-01 3.155e-01 2.250e-03 3.071e-03 8.077e-03 -1.000 2.014e-02 -0.997 -0.824 -0.184 -0.135 -1.576
0.02 0.14251 8.90000 2.3546752930 2.5810477734    2.353  2.271  3.6484  2.084    4  0.000  0.371     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.643e-01 3.155e-01 2.250e-03 3.071e-03 8.077e-03 -1.000 2.014e-02 -0.908 -0.748 -0.118 -0.070 -1.492
0.02 0.14251 8.90000 2.3548622131 2.5810532570    2.353  2.235  3.6512  2.132    4  0.000  0.371     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.643e-01 3.155e-01 2.250e-03 3.071e-03 8.077e-03 -1.000 2.014e-02 -0.816 -0.669 -0.050 -0.002 -1.405
0.02 0.14251 8.90000 2.3550820351 2.5810596943    2.353  2.196  3.6542  2.183    4  0.000  0.371     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.643e-01 3.155e-01 2.250e-03 3.071e-03 8.077e-03 -1.000 2.014e-02 -0.720 -0.585 0.024 0.071 -1.313
0.02 0.14251 8.90000 2.3553335667 2.5810668468    2.354  2.154  3.6574  2.237    4  0.000  0.371     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.643e-01 3.155e-01 2.250e-03 3.071e-03 8.077e-03 -1.000 2.014e-02 -0.616 -0.494 0.103 0.150 -1.215
0.02 0.14251 8.90000 2.3556017876 2.5810747147    2.354  2.111  3.6608  2.294    4  0.000  0.371     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.643e-01 3.155e-01 2.250e-03 3.071e-03 8.077e-03 -1.000 2.014e-02 -0.506 -0.399 0.187 0.233 -1.110
0.02 0.14251 8.90000 2.3558652401 2.5810823441    2.354  2.068  3.6641  2.350    4  0.000  0.371     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.643e-01 3.155e-01 2.250e-03 3.071e-03 8.077e-03 -1.000 2.014e-02 -0.399 -0.305 0.270 0.316 -1.008
0.02 0.14251 8.90000 2.3561329842 2.5810902119    2.354  2.027  3.6672  2.404    4  0.000  0.371     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.643e-01 3.155e-01 2.250e-03 3.071e-03 8.077e-03 -1.000 2.014e-02 -0.296 -0.213 0.351 0.397 -0.909
0.02 0.14251 8.90000 2.3564200401 2.5810985565    2.355  1.986  3.6702  2.457    4  0.000  0.371     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.643e-01 3.156e-01 2.250e-03 3.071e-03 8.076e-03 -1.000 2.014e-02 -0.196 -0.124 0.430 0.475 -0.812
0.02 0.14251 8.90000 2.3567409515 2.5811078548    2.355  1.947  3.6732  2.508    4  0.000  0.371     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.643e-01 3.156e-01 2.250e-03 3.072e-03 8.076e-03 -1.000 2.014e-02 -0.097 -0.036 0.510 0.554 -0.716
0.02 0.14251 8.90000 2.3572247028 2.5811221600    2.355  1.897  3.6770  2.573    4  0.000  0.371     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.643e-01 3.156e-01 2.250e-03 3.072e-03 8.076e-03 -1.000 2.014e-02 0.028 0.076 0.611 0.655 -0.596
0.02 0.14251 8.90000 2.3575420380 2.5811312199    2.356  1.870  3.6791  2.609    4  0.000  0.371     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.643e-01 3.156e-01 2.250e-03 3.072e-03 8.076e-03 -1.000 2.014e-02 0.096 0.136 0.666 0.709 -0.531
0.02 0.14251 8.90000 2.3579342365 2.5811426640    2.356  1.839  3.6814  2.649    4  0.000  0.371     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.643e-01 3.156e-01 2.250e-03 3.072e-03 8.076e-03 -1.000 2.014e-02 0.172 0.205 0.728 0.771 -0.457
0.02 0.14251 8.90000 2.3587071896 2.5811653137    2.357  1.794  3.6850  2.708    4  0.000  0.371     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.643e-01 3.156e-01 2.250e-03 3.072e-03 8.075e-03 -1.000 2.014e-02 0.285 0.307 0.821 0.864 -0.347
0.02 0.14251 8.90000 2.3596704006 2.5811932087    2.358  1.754  3.6883  2.762    4  0.000  0.371     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.643e-01 3.156e-01 2.250e-03 3.073e-03 8.075e-03 -1.000 2.014e-02 0.386 0.397 0.902 0.945 -0.250
0.02 0.14251 8.90000 2.3615267277 2.5812470913    2.360  1.707  3.6928  2.827    4  0.000  0.371     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.643e-01 3.156e-01 2.250e-03 3.074e-03 8.074e-03 -1.000 2.014e-02 0.502 0.501 0.994 1.036 -0.137
0.02 0.14251 8.90000 2.3625733852 2.5812773705    2.361  1.697  3.6939  2.841    4  0.000  0.371     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.643e-01 3.156e-01 2.249e-03 3.074e-03 8.074e-03 -1.000 2.014e-02 0.527 0.522 1.013 1.054 -0.113
0.02 0.14251 8.90000 2.3960347176 2.5822315216    2.394  1.743  3.6936  2.801    5  0.000  0.372     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.640e-01 3.159e-01 2.248e-03 3.088e-03 8.060e-03 -1.000 2.013e-02 0.414 0.409 0.901 0.943 -0.226
0.02 0.14251 8.90000 2.4275705814 2.5831029415    2.426  1.787  3.6936  2.763    5  0.000  0.372     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.637e-01 3.162e-01 2.246e-03 3.101e-03 8.048e-03 -1.000 2.013e-02 0.304 0.300 0.791 0.833 -0.336
0.02 0.14251 8.90000 2.4528613091 2.5837833881    2.451  1.825  3.6931  2.727    5  0.000  0.372     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.635e-01 3.164e-01 2.245e-03 3.112e-03 8.038e-03 -1.000 2.012e-02 0.207 0.204 0.697 0.738 -0.432
0.02 0.14251 8.90000 2.4743115902 2.5843477249    2.472  1.860  3.6924  2.693    5  0.000  0.373     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.633e-01 3.166e-01 2.244e-03 3.121e-03 8.029e-03 -1.000 2.011e-02 0.120 0.120 0.614 0.656 -0.518
0.02 0.14251 8.90000 2.4965069294 2.5849201679    2.495  1.898  3.6910  2.653    5  0.000  0.373     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.631e-01 3.168e-01 2.243e-03 3.130e-03 8.021e-03 -1.000 2.011e-02 0.025 0.028 0.526 0.568 -0.613
0.02 0.14251 8.90000 2.5105924606 2.5852773190    2.509  1.923  3.6897  2.625    5  0.000  0.373     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.630e-01 3.169e-01 2.242e-03 3.135e-03 8.015e-03 -1.000 2.011e-02 -0.038 -0.031 0.470 0.512 -0.674
0.02 0.14251 8.90000 2.5108046532 2.5852828026    2.509  1.924  3.6897  2.625    5  0.000  0.373     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.630e-01 3.169e-01 2.242e-03 3.136e-03 8.015e-03 -1.000 2.011e-02 -0.039 -0.032 0.469 0.511 -0.676
0.02 0.14251 8.90000 2.5197012424 2.5855059624    2.518  1.945  3.6881  2.599    6  0.000  0.373     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.630e-01 3.169e-01 2.242e-03 3.139e-03 8.012e-03 -1.000 2.010e-02 -0.091 -0.079 0.426 0.468 -0.726
0.02 0.14251 8.90000 2.5248689651 2.5856347084    2.523  1.956  3.6872  2.584    6  0.000  0.373     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.629e-01 3.170e-01 2.242e-03 3.141e-03 8.010e-03 -1.000 2.010e-02 -0.121 -0.106 0.401 0.444 -0.755
0.02 0.14251 8.90000 2.5348155499 2.5858809948    2.533  1.992  3.6835  2.535    6  0.000  0.373     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.628e-01 3.171e-01 2.241e-03 3.145e-03 8.006e-03 -1.000 2.010e-02 -0.211 -0.184 0.333 0.376 -0.841
0.02 0.14251 8.90000 2.5384788513 2.5859711170    2.536  2.020  3.6805  2.496    6  0.000  0.373     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.628e-01 3.171e-01 2.241e-03 3.147e-03 8.005e-03 -1.000 2.010e-02 -0.280 -0.244 0.281 0.324 -0.907
0.02 0.14251 8.90000 2.5396647453 2.5860002041    2.538  2.043  3.6780  2.463    6  0.000  0.373     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.628e-01 3.171e-01 2.241e-03 3.147e-03 8.004e-03 -1.000 2.010e-02 -0.338 -0.294 0.239 0.283 -0.963
0.02 0.14251 8.90000 2.5403060913 2.5860159397    2.538  2.066  3.6756  2.430    6  0.000  0.373     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.628e-01 3.171e-01 2.241e-03 3.147e-03 8.004e-03 -1.000 2.010e-02 -0.396 -0.343 0.197 0.241 -1.019
0.02 0.14251 8.90000 2.5408833027 2.5860302448    2.539  2.121  3.6703  2.355    6  0.000  0.373     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.628e-01 3.171e-01 2.241e-03 3.147e-03 8.004e-03 -1.000 2.010e-02 -0.532 -0.462 0.094 0.140 -1.150
0.02 0.14251 8.90000 2.5410962105 2.5860354900    2.539  2.170  3.6659  2.288    6  0.000  0.373     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.628e-01 3.171e-01 2.241e-03 3.147e-03 8.004e-03 -1.000 2.010e-02 -0.655 -0.567 0.003 0.049 -1.267
0.02 0.14251 8.90000 2.5411858559 2.5860376358    2.539  2.212  3.6623  2.232    6  0.000  0.373     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.628e-01 3.171e-01 2.241e-03 3.148e-03 8.004e-03 -1.000 2.010e-02 -0.761 -0.659 -0.077 -0.031 -1.368
0.02 0.14251 8.90000 2.5411970615 2.5860378742    2.539  2.218  3.6618  2.224    6  0.000  0.373     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.628e-01 3.171e-01 2.241e-03 3.148e-03 8.004e-03 -1.000 2.010e-02 -0.776 -0.673 -0.089 -0.042 -1.382
0.02 0.14251 8.90000 2.5412452221 2.5860390663    2.539  2.251  3.6591  2.180    7  0.000  0.373     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.628e-01 3.171e-01 2.241e-03 3.148e-03 8.004e-03 -1.000 2.010e-02 -0.858 -0.743 -0.150 -0.104 -1.460
0.02 0.14251 8.90000 2.5413014889 2.5860404968    2.539  2.277  3.6569  2.145    7  0.000  0.373     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.628e-01 3.171e-01 2.241e-03 3.148e-03 8.004e-03 -1.000 2.010e-02 -0.923 -0.800 -0.199 -0.152 -1.522
0.02 0.14251 8.90000 2.5414798260 2.5860447884    2.539  2.289  3.6560  2.129    7  0.000  0.373     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.628e-01 3.171e-01 2.241e-03 3.148e-03 8.004e-03 -1.000 2.010e-02 -0.953 -0.826 -0.222 -0.175 -1.551
0.02 0.14251 8.90000 2.5416953564 2.5860500336    2.540  2.261  3.6584  2.167    7  0.000  0.373     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.628e-01 3.171e-01 2.241e-03 3.148e-03 8.004e-03 -1.000 2.010e-02 -0.884 -0.766 -0.171 -0.124 -1.485
0.02 0.14251 8.90000 2.5436265469 2.5860974789    2.542  2.252  3.6591  2.180    7  0.000  0.373     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.628e-01 3.171e-01 2.241e-03 3.148e-03 8.003e-03 -1.000 2.010e-02 -0.859 -0.745 -0.152 -0.105 -1.462
0.02 0.14251 8.90000 2.5446090698 2.5861213207    2.543  2.265  3.6580  2.163    7  0.000  0.373     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.628e-01 3.171e-01 2.241e-03 3.149e-03 8.003e-03 -1.000 2.010e-02 -0.891 -0.773 -0.176 -0.129 -1.492
0.02 0.14251 8.90000 2.5454280376 2.5861413479    2.543  2.293  3.6556  2.125    7  0.000  0.373     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.628e-01 3.171e-01 2.241e-03 3.149e-03 8.003e-03 -1.000 2.010e-02 -0.963 -0.835 -0.230 -0.182 -1.560
0.02 0.14251 8.90000 2.5462162495 2.5861606598    2.544  2.328  3.6528  2.079    7  0.000  0.373     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.628e-01 3.171e-01 2.241e-03 3.149e-03 8.002e-03 -1.000 2.010e-02 -1.050 -0.910 -0.295 -0.247 -1.643
0.02 0.14251 8.90000 2.5469143391 2.5861775875    2.545  2.365  3.6497  2.029    7  0.000  0.373     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.628e-01 3.171e-01 2.241e-03 3.149e-03 8.002e-03 -1.000 2.010e-02 -1.143 -0.989 -0.363 -0.315 -1.730
0.02 0.14251 8.90000 2.5475392342 2.5861928463    2.546  2.403  3.6466  1.979    7  0.000  0.373     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.628e-01 3.171e-01 2.241e-03 3.149e-03 8.002e-03 -1.000 2.010e-02 -1.237 -1.068 -0.431 -0.383 -1.817
0.02 0.14251 8.90000 2.5481050014 2.5862066746    2.546  2.441  3.6434  1.928    7  0.000  0.373     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.628e-01 3.171e-01 2.241e-03 3.150e-03 8.002e-03 -1.000 2.010e-02 -1.333 -1.150 -0.503 -0.454 -1.907
0.02 0.14251 8.90000 2.5485997200 2.5862185955    2.547  2.480  3.6403  1.878    7  0.000  0.373     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.628e-01 3.171e-01 2.241e-03 3.150e-03 8.002e-03 -1.000 2.010e-02 -1.429 -1.232 -0.574 -0.525 -1.995
0.02 0.14251 8.90000 2.5490434170 2.5862295628    2.547  2.518  3.6371  1.826    7  0.000  0.373     5.68     3.98     2.95     2.17     1.77  4    -1e-30      0.00 6.628e-01 3.171e-01 2.241e-03 3.150e-03 8.002e-03 -1.000 2.010e-02 -1.525 -1.311 -0.643 -0.593 -2.082
0.02 0.14251 8.90000 2.5494387150 2.5862390995    2.547  2.556  3.6339  1.776    7  0.000  0.373     6.27     4.37     3.22     2.37     1.94  4    -1e-30      0.00 6.628e-01 3.171e-01 2.241e-03 3.150e-03 8.001e-03 -1.000 2.010e-02 -1.620 -1.390 -0.711 -0.661 -2.169
0.02 0.14251 8.90000 2.5497946739 2.5862476826    2.548  2.595  3.6307  1.724    7  0.000  0.373     6.94     4.79     3.52     2.60     2.12  4    -1e-30      0.00 6.628e-01 3.171e-01 2.241e-03 3.150e-03 8.001e-03 -1.000 2.010e-02 -1.718 -1.471 -0.782 -0.732 -2.256
0.02 0.14251 8.90000 2.5501167774 2.5862555504    2.548  2.634  3.6276  1.673    7  0.000  0.373     7.67     5.26     3.84     2.84     2.32  4    -1e-30      0.00 6.628e-01 3.171e-01 2.240e-03 3.151e-03 8.001e-03 -1.000 2.010e-02 -1.814 -1.550 -0.850 -0.800 -2.342
0.02 0.14251 8.90000 2.5504102707 2.5862627029    2.548  2.672  3.6243  1.622    7  0.000  0.373     8.48     5.77     4.19     3.11     2.54  4    -1e-30      0.00 6.627e-01 3.172e-01 2.240e-03 3.151e-03 8.001e-03 -1.000 2.010e-02 -1.909 -1.626 -0.916 -0.866 -2.427
0.02 0.14251 8.90000 2.5506803989 2.5862693787    2.549  2.709  3.6211  1.571    7  0.000  0.373     9.35     6.32     4.58     3.40     2.77  4    -1e-30      0.00 6.627e-01 3.172e-01 2.239e-03 3.152e-03 8.001e-03 -1.000 2.010e-02 -2.004 -1.703 -0.983 -0.932 -2.510
0.02 0.14251 8.90000 2.5509300232 2.5862753391    2.549  2.747  3.6181  1.522    7  0.000  0.373    10.30     6.91     4.98     3.70     3.02  4    -1e-30      0.00 6.627e-01 3.172e-01 2.237e-03 3.153e-03 8.001e-03 -1.000 2.010e-02 -2.097 -1.777 -1.047 -0.997 -2.592
0.02 0.14251 8.90000 2.5511610508 2.5862810612    2.549  2.783  3.6149  1.473    7  0.000  0.372    11.34     7.55     5.43     4.04     3.30  4    -1e-30      0.00 6.627e-01 3.172e-01 2.235e-03 3.156e-03 8.001e-03 -1.000 2.010e-02 -2.188 -1.849 -1.106 -1.055 -2.671
0.02 0.14251 8.90000 2.5513761044 2.5862860680    2.549  2.819  3.6118  1.425    7  0.000  0.372    12.46     8.24     5.90     4.39     3.59  4    -1e-30      0.00 6.627e-01 3.172e-01 2.233e-03 3.159e-03 8.001e-03 -1.000 2.010e-02 -2.278 -1.918 -1.161 -1.110 -2.750
0.02 0.14251 8.90000 2.5515770912 2.5862910748    2.550  2.854  3.6089  1.378    7  0.000  0.372    13.66     8.96     6.39     4.77     3.90  4    -1e-30      0.00 6.627e-01 3.172e-01 2.231e-03 3.162e-03 8.001e-03 -1.000 2.015e-02 -2.365 -1.986 -1.215 -1.164 -2.827
0.02 0.14251 8.90000 2.5517659187 2.5862956047    2.550  2.888  3.6059  1.332    7  0.000  0.371    14.93     9.74     6.92     5.17     4.22  4    -1e-30      0.00 6.627e-01 3.172e-01 2.229e-03 3.164e-03 8.001e-03 -1.000 2.017e-02 -2.450 -2.050 -1.263 -1.212 -2.900
0.02 0.14251 8.90000 2.5519454479 2.5862998962    2.550  2.921  3.6030  1.288    7  0.000  0.371    16.29    10.55     7.47     5.58     4.56  4    -1e-30      0.00 6.627e-01 3.172e-01 2.227e-03 3.165e-03 8.001e-03 -1.000 2.017e-02 -2.532 -2.111 -1.310 -1.258 -2.971
0.02 0.14251 8.90000 2.5521185398 2.5863041878    2.550  2.953  3.6002  1.245    7  0.000  0.371    17.72    11.40     8.04     6.02     4.92  4    -1e-30      0.00 6.627e-01 3.172e-01 2.226e-03 3.167e-03 8.001e-03 -1.000 2.017e-02 -2.612 -2.171 -1.355 -1.304 -3.040
0.02 0.14251 8.90000 2.5522887707 2.5863082409    2.550  2.984  3.5974  1.202    7  0.000  0.371    19.25    12.31     8.65     6.49     5.30  4    -1e-30      0.00 6.627e-01 3.172e-01 2.224e-03 3.169e-03 8.001e-03 -1.000 2.017e-02 -2.690 -2.226 -1.393 -1.342 -3.105
0.02 0.14251 8.90000 2.5524613857 2.5863125324    2.551  3.016  3.5946  1.159    7  0.000  0.371    20.94    13.31     9.32     6.99     5.72  4    -1e-30      0.00 6.627e-01 3.172e-01 2.223e-03 3.170e-03 8.000e-03 -1.000 2.017e-02 -2.769 -2.282 -1.431 -1.380 -3.171
0.02 0.14251 8.90000 2.5526442528 2.5863170624    2.551  3.052  3.5912  1.109    7  0.000  0.370    23.10    14.57    10.17     7.64     6.25  4    -1e-30      0.00 6.627e-01 3.172e-01 2.222e-03 3.172e-03 8.000e-03 -1.000 2.017e-02 -2.861 -2.346 -1.474 -1.423 -3.247
0.02 0.14251 8.90000 2.5528867245 2.5863227844    2.551  3.136  3.5835  0.995    7  0.000  0.370    28.91    17.93    12.39     9.34     7.64  4    -1e-30      0.00 6.627e-01 3.172e-01 2.221e-03 3.174e-03 8.000e-03 -1.000 2.017e-02 -3.070 -2.482 -1.554 -1.502 -3.415
0.02 0.14251 8.90000 2.5529723167 2.5863249302    2.551  3.188  3.5785  0.923    7  0.000  0.370    33.28    20.42    14.03    10.59     8.67  4    -1e-30      0.00 6.627e-01 3.172e-01 2.221e-03 3.174e-03 8.000e-03 -1.000 2.017e-02 -3.200 -2.561 -1.590 -1.539 -3.516
0.02 0.14251 8.90000 2.5530278683 2.5863263607    2.551  3.225  3.5750  0.872    7  0.000  0.370    36.75    22.38    15.31    11.58     9.48  4    -1e-30      0.00 6.627e-01 3.172e-01 2.220e-03 3.174e-03 8.000e-03 -1.000 2.017e-02 -3.292 -2.610 -1.602 -1.551 -3.583
0.02 0.14251 8.90000 2.5530781746 2.5863275528    2.551  3.259  3.5716  0.825    7  0.000  0.370    40.31    24.38    16.62    12.58    10.30  4    -1e-30      0.00 6.627e-01 3.172e-01 2.220e-03 3.174e-03 8.000e-03 -1.000 2.017e-02 -3.377 -2.656 -1.612 -1.561 -3.645
0.02 0.14251 8.90000 2.5531249046 2.5863285065    2.551  3.290  3.5685  0.781    7  0.000  0.370    43.92    26.39    17.92    13.58    11.13  4    -1e-30      0.00 6.627e-01 3.172e-01 2.220e-03 3.174e-03 8.000e-03 -1.000 2.017e-02 -3.455 -2.694 -1.612 -1.561 -3.700
